,token,valid,no_at_fault_collisions,drivable_area_compliance,driving_direction_compliance,traffic_light_compliance,ego_progress,time_to_collision_within_bound,lane_keeping,history_comfort,two_frame_extended_comfort,score
119,ec398c5c12055eed,True,1.0,1.0,1.0,1.0,0.2768141417404526,0.0,1.0,0.0,0.0,0.21150441929389144
120,8a8bf2275db85432,True,1.0,1.0,1.0,1.0,0.15780913998497556,1.0,1.0,1.0,0.0,0.6118153562453048
121,8c2e3aa977d95da5,True,1.0,1.0,1.0,1.0,0.2630823217511169,1.0,1.0,0.0,0.0,0.5197132255472241
122,efd90f7518445bef,True,1.0,0.0,1.0,1.0,0.4856607833775488,1.0,1.0,1.0,0.0,0.0
123,9ecb516bac035ce4,True,1.0,1.0,1.0,1.0,0.34187261217955,1.0,1.0,0.0,0.0,0.5443351913061094
124,26e6818bd14d52a5,True,1.0,1.0,1.0,1.0,0.287693952816149,1.0,1.0,1.0,0.0,0.6524043602550466
125,b49e63992eee56b1,True,1.0,1.0,1.0,1.0,0.2900834920713348,1.0,1.0,1.0,,0.7464583900254768
126,e9bb1dab462252e9,True,1.0,1.0,1.0,1.0,0.2869845374264438,1.0,0.0,0.0,,0.4596373347951585
127,0c8b9f08bfa25dc2,True,0.0,1.0,1.0,1.0,0.2686253830710542,0.0,1.0,0.0,0.0,0.0
128,8ce2cf49a1955788,True,1.0,1.0,1.0,1.0,0.42990158563069536,1.0,1.0,1.0,0.0,0.6968442455095922
129,50e871f60296566b,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
130,50b72b9404da516c,True,1.0,1.0,1.0,1.0,0.4397314540027949,1.0,1.0,1.0,0.0,0.6999160793758734
131,7135ce0e5eea5907,True,1.0,1.0,1.0,1.0,0.12270330209992693,1.0,1.0,1.0,0.0,0.6008447819062271
132,bed45577041051b8,True,1.0,1.0,1.0,1.0,0.2933913996932832,1.0,1.0,1.0,0.0,0.6541848124041509
133,a4f2f32aa59f53b9,True,1.0,1.0,1.0,1.0,0.4114441806610219,1.0,1.0,1.0,,0.7898014930932221
134,4d0c174b077e5603,True,1.0,1.0,1.0,1.0,0.18781123189814497,1.0,1.0,1.0,,0.7099325828207661
135,ea789512f1be5a47,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
136,6b678e4f19c05dea,True,1.0,1.0,1.0,1.0,0.2586441151587731,0.0,0.0,0.0,0.0,0.0808262859871166
137,59159c92e5d9571d,True,1.0,1.0,1.0,1.0,0.3176072550447253,1.0,1.0,0.0,0.0,0.5367522672014766
138,937ca624cc2658a6,True,1.0,1.0,1.0,1.0,0.2770260966164269,1.0,1.0,0.0,0.0,0.5240706551926334
139,e11f2ff7ffba5b45,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
140,4b98bb0bbbc75b1f,True,1.0,1.0,1.0,1.0,0.4843296334064987,1.0,1.0,1.0,0.0,0.7138530104395309
141,87ab048362385059,True,1.0,1.0,1.0,1.0,0.2889319529153711,1.0,1.0,0.0,0.0,0.5277912352860534
142,e0bb2b04e9455fa6,True,1.0,1.0,1.0,1.0,0.18108499210620854,1.0,1.0,1.0,0.0,0.6190890600331902
143,21747e180852591a,True,1.0,1.0,1.0,1.0,0.2793300398902885,1.0,1.0,0.0,0.0,0.5247906374657152
144,09779eb483435cab,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
145,5a06f03022ec5b67,True,1.0,1.0,1.0,1.0,0.13087194421013104,1.0,1.0,1.0,1.0,0.7283974825656659
146,8781cde1032354cb,True,1.0,1.0,1.0,1.0,0.09060028724617075,1.0,1.0,1.0,1.0,0.7158125897644283
147,8072e0c324205e72,True,1.0,1.0,1.0,1.0,0.32366744820998056,1.0,1.0,1.0,0.0,0.663646077565619
148,683e518fbfa650d5,True,1.0,1.0,1.0,1.0,0.1056867680259081,1.0,1.0,1.0,1.0,0.7205271150080963
149,ae145d614988581c,True,1.0,1.0,1.0,1.0,0.29949685410384597,1.0,1.0,0.0,0.0,0.5310927669074519
150,263367576c285a2a,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
151,d7c017783af2520b,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
152,10209c0e885f5162,True,1.0,1.0,1.0,1.0,0.2683388284597363,1.0,1.0,0.0,0.0,0.5213558838936676
153,8be5c83488ff5980,True,1.0,1.0,1.0,1.0,0.27497809832937903,1.0,1.0,0.0,0.0,0.5234306557279309
154,b39df49b8b565ac3,True,1.0,1.0,1.0,1.0,0.2695391855135365,0.0,1.0,0.0,0.0,0.20923099547298016
155,c497ee89b6205eb8,True,1.0,1.0,1.0,1.0,0.284512449242299,0.0,0.0,0.0,0.0,0.08891014038821844
156,4bda94d100d65f0d,True,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
157,720c4f312c0f529e,True,1.0,1.0,1.0,1.0,0.4915426421450243,1.0,1.0,1.0,0.0,0.7161070756703201
158,b1464f6c01dc545f,True,1.0,1.0,1.0,1.0,0.3704363120664089,1.0,1.0,0.0,,0.6322986828808604
159,5798a6e25f2553e4,True,1.0,1.0,1.0,1.0,0.2742252148595333,1.0,1.0,0.0,0.0,0.5231953796436042
160,2251b1d81d0051c1,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
161,e683a9a072485098,True,1.0,1.0,1.0,1.0,0.44019052930838776,1.0,1.0,1.0,0.0,0.7000595404088712
162,b7ee1af184835990,True,1.0,1.0,1.0,1.0,0.4360230340037762,1.0,1.0,1.0,0.0,0.6987571981261801
163,ef7089ecfb0c5028,True,1.0,1.0,1.0,1.0,0.5029415498686873,1.0,1.0,0.0,0.0,0.5946692343339648
164,7cc4cef34e635c5a,True,1.0,1.0,1.0,1.0,0.44602267303778703,1.0,1.0,1.0,0.0,0.7018820853243084
165,d32f8367252b53b1,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
166,3136969223325aa5,True,1.0,1.0,1.0,1.0,0.46384565807811806,1.0,1.0,1.0,0.0,0.7074517681494119
167,34e7c93be2465f25,True,1.0,1.0,1.0,1.0,0.25894249713531453,1.0,1.0,1.0,0.0,0.6434195303547858
168,5aafc350fc705533,True,1.0,1.0,1.0,1.0,0.2965004131728914,1.0,1.0,0.0,0.0,0.5301563791165286
169,9568c56631be548e,True,1.0,0.0,1.0,1.0,0.4121015447159622,1.0,0.0,0.0,0.0,0.0
170,6cfeeb3aab5b5681,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
171,3fd20b372fd15206,True,1.0,1.0,1.0,1.0,0.2635127236150654,0.0,1.0,0.0,0.0,0.20734772612970792
172,6e5ae240ac8a5862,True,1.0,0.0,1.0,1.0,0.47537131619932016,1.0,1.0,0.0,0.0,0.0
173,7fad5a0c8cdd5fc4,True,1.0,1.0,1.0,1.0,0.1514582180637302,1.0,1.0,1.0,1.0,0.7348306931449157
174,455037cfe9a95796,True,1.0,0.0,1.0,1.0,0.4736502816426552,1.0,1.0,1.0,0.0,0.0
175,684ac2e9651d5e63,True,1.0,1.0,1.0,1.0,0.00025016264165734505,1.0,1.0,1.0,1.0,0.687578175825518
176,69616d6f715256dc,True,1.0,0.0,1.0,1.0,0.20216339059423546,1.0,1.0,1.0,0.0,0.0
177,c4e94b7583555176,True,1.0,0.0,1.0,1.0,0.4750670654941962,1.0,1.0,1.0,0.0,0.0
178,55bd10ac74585a12,True,1.0,1.0,1.0,1.0,0.4116042486673947,1.0,1.0,1.0,0.0,0.6911263277085609
179,54b907a5a03b51ef,True,1.0,1.0,1.0,1.0,0.2979502150294033,1.0,1.0,0.0,0.0,0.5306094421966885
180,a366d90f10ca5866,True,1.0,1.0,1.0,1.0,0.27840419372968717,1.0,1.0,0.0,0.0,0.5245013105405272
181,6ccc026f6fc55bb0,True,1.0,1.0,1.0,1.0,0.31621640682746616,1.0,1.0,1.0,0.0,0.6613176271335832
182,eeb4b973450f50e9,True,1.0,1.0,1.0,1.0,0.3727153089174377,1.0,1.0,0.0,0.0,0.5539735340366994
183,7be2f6436ce95042,True,1.0,1.0,1.0,1.0,0.4213777882843319,1.0,1.0,1.0,0.0,0.6941805588388537
184,b86152f6ab29580e,True,1.0,1.0,1.0,1.0,0.2810347299461319,1.0,1.0,0.0,0.0,0.5253233531081662
185,b39406677030585e,True,1.0,1.0,1.0,1.0,0.3044741252474212,1.0,1.0,1.0,0.0,0.6576481641398191
186,52cb0688ae7c5bed,True,1.0,1.0,1.0,1.0,0.4159335063763041,1.0,1.0,1.0,0.0,0.692479220742595
187,dcfc13ba3a4150a6,True,1.0,1.0,1.0,1.0,0.47572710563691395,1.0,1.0,1.0,0.0,0.7111647205115357
188,4131dd1f0fd5571b,True,1.0,1.0,1.0,1.0,0.2976114788784265,1.0,1.0,0.0,0.0,0.5305035871495083
189,819d34b59e6159ad,True,1.0,1.0,1.0,1.0,0.4192662240269968,1.0,1.0,1.0,,0.7925950800096417
190,0d5b8da00d505be0,True,1.0,1.0,1.0,1.0,0.26296311147873463,1.0,1.0,0.0,0.0,0.5196759723371046
191,e3ce6f2ef9765b9a,True,1.0,1.0,1.0,1.0,0.2743078154114506,1.0,1.0,0.0,0.0,0.5232211923160783
192,7dfae2f3b33a5d6e,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
193,b1e78f926612520e,True,1.0,1.0,1.0,1.0,0.013365445081267113,1.0,1.0,1.0,,0.6476305161004525
194,5ad18b7f7b2a52c7,True,1.0,1.0,1.0,1.0,0.1613159643645403,1.0,1.0,1.0,1.0,0.7379112388639189
195,465d879f0b205c8f,True,1.0,1.0,1.0,1.0,0.42411633768294416,1.0,1.0,1.0,0.0,0.69503635552592
196,dc9bf97cb9e151ad,True,1.0,1.0,1.0,1.0,0.03416872451021943,1.0,0.0,1.0,1.0,0.5731777264094435
197,598d8ce13c2e5452,True,1.0,1.0,1.0,1.0,0.2784038267524551,1.0,1.0,0.0,0.0,0.5245011958601422
198,c37a081992495a0e,True,1.0,1.0,1.0,1.0,0.28550368183566327,0.0,0.0,0.0,,0.10196560065559403
199,3d2f4a8fb8b55572,True,1.0,1.0,1.0,1.0,0.280562858062466,1.0,1.0,0.0,0.0,0.5251758931445206
200,436da44562c95ac0,True,1.0,1.0,1.0,1.0,0.31943851993353056,1.0,1.0,0.0,0.0,0.5373245374792284
201,a06715f1cb8358c0,True,1.0,1.0,1.0,1.0,0.3049519209368147,1.0,1.0,0.0,,0.6089114003345768
202,b1899626476e5293,True,1.0,1.0,1.0,1.0,0.31004411519414,1.0,1.0,0.0,0.0,0.5343887859981687
203,01b9125ad835592f,True,1.0,1.0,1.0,1.0,0.32169589870037,1.0,1.0,1.0,0.0,0.6630299683438656
204,0536ffc8d9555b0f,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
205,715cff26bcee5d6a,True,1.0,1.0,1.0,1.0,0.3274201613188036,1.0,1.0,0.0,0.0,0.5398188004121262
206,bdffdc5fc2fa542b,True,1.0,1.0,1.0,1.0,0.2935638744363558,1.0,1.0,0.0,0.0,0.5292387107613612
207,b111bb8716b756d2,True,1.0,1.0,1.0,1.0,0.2549388530639679,1.0,1.0,0.0,,0.5910495903799885
208,62d339c4086d51ba,True,1.0,1.0,1.0,1.0,0.2900620223427525,1.0,1.0,1.0,0.0,0.6531443819821101
209,440364f63ee95043,True,1.0,1.0,1.0,1.0,0.1494655613173949,1.0,1.0,1.0,,0.6962377004704982
210,cf7876c4ad0752b5,True,1.0,1.0,1.0,1.0,0.13373810104902167,1.0,1.0,1.0,1.0,0.7292931565778193
211,b2f320b5d94753f9,True,1.0,1.0,1.0,1.0,0.3755713454099389,1.0,1.0,1.0,0.0,0.6798660454406059
212,4f21925f1a7c5983,True,1.0,1.0,1.0,1.0,0.14841364888691308,1.0,1.0,1.0,0.0,0.6088792652771604
213,b5d0bfdf09375423,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
214,475a45837ca75030,True,1.0,1.0,1.0,1.0,0.08495663249679908,1.0,1.0,1.0,,0.6731987973202854
215,f4e2ec6e37535056,True,1.0,1.0,1.0,1.0,0.4020960979692439,1.0,1.0,1.0,0.0,0.6881550306153887
216,7444ae8aea51554e,True,1.0,1.0,1.0,1.0,0.2646905536497865,1.0,1.0,0.0,0.0,0.5202157980155583
217,cce49307530e5b60,True,1.0,1.0,1.0,1.0,0.27703324716395356,1.0,1.0,0.0,,0.5989404454156977
