no_at_fault_collisions,drivable_area_compliance,driving_direction_compliance,traffic_light_compliance,ego_progress,time_to_collision_within_bound,lane_keeping,history_comfort,multiplicative_metrics_prod,weighted_metrics,weighted_metrics_array,pdm_score,valid,log_name,frame_type,start_time,endpoint_x,endpoint_y,start_point_x,start_point_y,token
0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,[1. 0. 1. 1. 0.],[5. 5. 2. 2. 2.],0.0,True,2021.09.16.15.47.30_veh-45_01199_01391,0,1631808655.300696,588033.593770442,4475714.437887698,588002.1710295947,4475681.135305075,f3ca2707d87a586b
1.0,1.0,1.0,1.0,0.7554745852063265,1.0,1.0,1.0,1.0,[0.75547459 1.         1.         1.         0.        ],[5. 5. 2. 2. 2.],0.9126694947165451,True,2021.10.06.08.16.17_veh-52_01590_01725,0,1633509880.699771,365790.0596455822,143339.21735808998,365788.59545580763,143369.13966477392,0dc54a8c8203567b
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[1. 1. 1. 1. 0.],[5. 5. 2. 2. 2.],1.0,True,2021.09.16.15.47.30_veh-45_01199_01391,0,1631808655.800463,588038.1488264881,4475718.066465489,588006.004414665,4475685.138716207,c1839a3333695317
1.0,0.0,1.0,1.0,0.7415393167362762,1.0,1.0,1.0,0.0,[0.74153932 1.         1.         1.         0.        ],[5. 5. 2. 2. 2.],0.0,True,2021.09.16.15.47.30_veh-45_01199_01391,0,1631808550.799669,587718.6966860646,4475560.912841119,587702.9642111862,4475543.05686029,d01fec804cd45644
1.0,1.0,1.0,1.0,0.39970607829541677,1.0,1.0,1.0,1.0,[0.39970608 1.         1.         1.         0.        ],[5. 5. 2. 2. 2.],0.7856093136769345,True,2021.10.06.08.16.17_veh-52_01590_01725,1,1633509884.699713,365788.0373072028,143343.95067869255,365788.5082674848,143350.9471373839,12499ddd90200ea9f
0.0,0.0,0.0,1.0,0.8049352269505371,0.0,0.0,1.0,0.0,[0.80493523 0.         0.         1.         0.        ],[5. 5. 2. 2. 2.],0.0,True,2021.09.29.19.02.14_veh-28_02911_03005,1,1632945161.7997289,331551.2755747517,4689349.13884859,331575.945779709,4689337.697199305,7a999e76f404c4956
1.0,1.0,0.5,1.0,1.0,1.0,0.0,1.0,0.5,[1. 1. 0. 1. 0.],[5. 5. 2. 2. 2.],0.42857142857142855,True,2021.08.16.14.23.37_veh-45_00015_00132,1,1629124052.499943,588921.1077613832,4475002.485725375,588933.9477526493,4474959.013953136,8e653e8d9b170a7dd
0.0,1.0,1.0,1.0,0.3802115477825296,0.0,0.0,1.0,0.0,[0.38021155 0.         0.         1.         0.        ],[5. 5. 2. 2. 2.],0.0,True,2021.09.29.19.02.14_veh-28_02911_03005,1,1632945162.29987,331575.9637252453,4689335.1512311995,331582.4724853818,4689333.761984227,5a6f69ea54c00b6d2
1.0,1.0,1.0,1.0,0.5167729491542753,1.0,1.0,1.0,1.0,[0.51677295 1.         1.         1.         0.        ],[5. 5. 2. 2. 2.],0.8274189104122411,True,2021.09.29.19.02.14_veh-28_02911_03005,1,1632945162.29987,331570.30461604265,4689337.467866965,331579.90225486807,4689334.702326402,c909e005442d28a9c
0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,[1. 0. 1. 1. 0.],[5. 5. 2. 2. 2.],0.0,True,2021.08.30.14.54.34_veh-40_00439_00835,1,1630335855.5004148,331354.08050918084,4690987.9347382905,331383.2560455549,4690967.250668117,7caf8d7d76cd0a120
1.0,1.0,1.0,1.0,0.8421234852103859,1.0,1.0,1.0,1.0,[0.84212349 1.         1.         1.         0.        ],[5. 5. 2. 2. 2.],0.9436155304322806,True,2021.09.16.15.47.30_veh-45_01199_01391,1,1631808659.300555,588040.0742176072,4475720.028534464,588026.8715557922,4475706.636938939,8413ea29ea72fdfde
0.0,1.0,1.0,1.0,0.44869101163855774,0.0,0.0,1.0,0.0,[0.44869101 0.         0.         1.         0.        ],[5. 5. 2. 2. 2.],0.0,True,2021.09.29.19.02.14_veh-28_02911_03005,1,1632945161.7997289,331574.61822110665,4689335.45373007,331583.34452081943,4689333.582932697,9cb5545908502a26c
1.0,1.0,1.0,1.0,0.5167728634535463,1.0,0.0,1.0,1.0,[0.51677286 1.         0.         1.         0.        ],[5. 5. 2. 2. 2.],0.6845617369476952,True,2021.08.30.14.54.34_veh-40_00439_00835,1,1630335855.000484,331389.98481378244,4690962.152844566,331397.3409910761,4690956.858968769,e0e4ca847f84568a3
1.0,1.0,0.0,1.0,0.9543534521025662,1.0,0.0,1.0,0.0,[0.95435345 1.         0.         1.         0.        ],[5. 5. 2. 2. 2.],0.0,True,2021.08.16.14.23.37_veh-45_00015_00132,1,1629124052.499943,588921.1858134328,4474990.280834273,588935.846882553,4474951.451948328,2a46d49b6aa55f1ca
0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,[1. 0. 0. 1. 0.],[5. 5. 2. 2. 2.],0.0,True,2021.09.16.15.47.30_veh-45_01199_01391,1,1631808659.800304,588073.9411811075,4475746.798359778,588039.3936205701,4475716.553229247,ef08e59a9c882aea6
0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,[1. 0. 1. 1. 0.],[5. 5. 2. 2. 2.],0.0,True,2021.09.16.15.47.30_veh-45_01199_01391,1,1631808659.800304,588051.2060781338,4475731.09121191,588031.362336232,4475710.789511022,ba3f20b19ddb93cb1
0.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,0.0,[1. 0. 1. 1. 0.],[5. 5. 2. 2. 2.],0.0,True,2021.09.16.15.47.30_veh-45_01199_01391,1,1631808659.800304,588049.7231370972,4475727.577490584,588030.4215095465,4475709.262435247,8c19ef349d4fc37cb
0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,[1. 0. 1. 1. 0.],[5. 5. 2. 2. 2.],0.0,True,2021.09.16.15.47.30_veh-45_01199_01391,1,1631808555.2996619,587731.9016646257,4475582.147321109,587718.8016580663,4475564.270600004,4855fc07a04961bfd
1.0,0.0,0.5,1.0,0.7081070518987748,1.0,0.0,1.0,0.0,[0.70810705 1.         0.         1.         0.        ],[5. 5. 2. 2. 2.],0.0,True,2021.09.16.13.53.10_veh-42_00180_00342,1,1631800684.900173,589253.0490009927,4474201.522788657,589249.6496772685,4474184.493695866,646aa5cbfd5f84a9e
1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,[1. 1. 0. 1. 0.],[5. 5. 2. 2. 2.],0.0,True,2021.09.16.15.47.30_veh-45_01199_01391,1,1631808554.7998118,587731.7459394922,4475578.895774575,587716.7949514076,4475560.810205926,a946e96acbe5186d9
0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,[1. 0. 0. 1. 0.],[5. 5. 2. 2. 2.],0.0,True,2021.08.30.14.54.34_veh-40_00439_00835,1,1630335855.5004148,331360.9887216075,4690978.871540227,331387.345834862,4690964.330727378,bef503ff5929be3a8
1.0,1.0,1.0,1.0,0.4621222030683866,1.0,0.0,1.0,1.0,[0.4621222 1.        0.        1.        0.       ],[5. 5. 2. 2. 2.],0.6650436439529953,True,2021.08.30.14.54.34_veh-40_00439_00835,1,1630335855.5004148,331390.45739667036,4690961.778292088,331396.5630399238,4690957.422562606,50442ffec20a73824
0.0,0.0,0.0,1.0,0.9525418825830019,0.0,0.0,1.0,0.0,[0.95254188 0.         0.         1.         0.        ],[5. 5. 2. 2. 2.],0.0,True,2021.09.29.19.02.14_veh-28_02911_03005,1,1632945161.7997289,331553.4398471922,4689345.597357463,331575.9617626483,4689336.798542999,13f7d51df20a8dc66
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[1. 1. 1. 1. 0.],[5. 5. 2. 2. 2.],1.0,True,2021.09.16.15.47.30_veh-45_01199_01391,1,1631808555.2996619,587723.4499677414,4475568.163260386,587717.5811147947,4475560.728648463,c58481114df532967
0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,[1. 0. 0. 1. 0.],[5. 5. 2. 2. 2.],0.0,True,2021.09.16.15.47.30_veh-45_01199_01391,1,1631808659.300555,588061.0059960441,4475739.763134579,588031.8110192876,4475711.360266316,8f3bf4b1cb4be05f8
0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,[1. 0. 0. 1. 0.],[5. 5. 2. 2. 2.],0.0,True,2021.09.16.15.47.30_veh-45_01199_01391,1,1631808659.800304,588067.5050589044,4475745.704541745,588038.3148782955,4475715.855302843,188fef8a871d3bb74
1.0,1.0,1.0,1.0,0.24219444022033632,1.0,0.0,1.0,1.0,[0.24219444 1.         0.         1.         0.        ],[5. 5. 2. 2. 2.],0.5864980143644057,True,2021.09.16.19.27.01_veh-45_01749_03230,1,1631822762.0001838,587573.4577533003,4475580.633323906,587571.2287959765,4475581.199797667,38d50c91468fbe6e5
1.0,1.0,1.0,1.0,0.8211702934064062,1.0,1.0,1.0,1.0,[0.82117029 1.         1.         1.         0.        ],[5. 5. 2. 2. 2.],0.9361322476451451,True,2021.09.16.15.47.30_veh-45_01199_01391,1,1631808659.300555,588038.6904887503,4475718.238727271,588025.1853268376,4475704.50931926,431df46346088a1de
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[1. 1. 1. 1. 0.],[5. 5. 2. 2. 2.],1.0,True,2021.09.16.15.47.30_veh-45_01199_01391,1,1631808659.800304,588045.8579672601,4475721.687973382,588029.0494839314,4475706.235275927,6d342222e4d9d2b2a
0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,[1. 0. 1. 1. 0.],[5. 5. 2. 2. 2.],0.0,True,2021.09.16.15.47.30_veh-45_01199_01391,1,1631808659.800304,588065.0416744403,4475736.9196225125,588035.1170263056,4475711.814193147,5913dfbc435fb100c
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[1. 1. 1. 1. 0.],[5. 5. 2. 2. 2.],1.0,True,2021.08.16.14.23.37_veh-45_00015_00132,1,1629124052.000155,588923.583305754,4474991.246485355,588937.2488112982,4474948.236905783,eb16cfaf356e80f1f
1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,[1. 1. 1. 1. 0.],[5. 5. 2. 2. 2.],0.0,True,2021.09.16.13.53.10_veh-42_00180_00342,1,1631800684.900173,589255.1298267323,4474186.369250311,589249.4456191811,4474180.939997575,57e7f219c88ab8fe0
1.0,1.0,1.0,1.0,0.9994961285125086,1.0,1.0,1.0,1.0,[0.99949613 1.         1.         1.         0.        ],[5. 5. 2. 2. 2.],0.9998200458973245,True,2021.09.16.15.47.30_veh-45_01199_01391,1,1631808659.300555,588045.5999060583,4475721.011579996,588026.9353223393,4475704.333003171,8aea1806b6e406159
1.0,1.0,1.0,1.0,0.046807981649619954,1.0,1.0,1.0,1.0,[0.04680798 1.         1.         1.         0.        ],[5. 5. 2. 2. 2.],0.6595742791605785,True,2021.10.06.08.16.17_veh-52_01590_01725,1,1633509884.699713,365789.0670047529,143356.64530943005,365789.05480879755,143357.00488833842,4876fb179a00309b5
1.0,1.0,0.5,1.0,1.0,1.0,0.0,1.0,0.5,[1. 1. 0. 1. 0.],[5. 5. 2. 2. 2.],0.42857142857142855,True,2021.08.16.14.23.37_veh-45_00015_00132,1,1629124052.499943,588921.1077613832,4475002.485725375,588933.9477526493,4474959.013953136,4a5ea5d6a2735531c
0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,[1. 0. 0. 1. 0.],[5. 5. 2. 2. 2.],0.0,True,2021.09.16.15.47.30_veh-45_01199_01391,1,1631808554.7998118,587730.1197072766,4475581.02908193,587717.2356149533,4475562.015284922,73bd1fde4cf4bbd5a
1.0,1.0,1.0,1.0,0.35517884351012285,1.0,1.0,1.0,1.0,[0.35517884 1.         1.         1.         0.        ],[5. 5. 2. 2. 2.],0.769706729825044,True,2021.10.06.08.16.17_veh-52_01590_01725,1,1633509884.699713,365788.9693480067,143347.64924667298,365788.9875183041,143353.5007728554,ae4f3518384257a07
0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,[1. 0. 0. 1. 0.],[5. 5. 2. 2. 2.],0.0,True,2021.09.16.15.47.30_veh-45_01199_01391,1,1631808659.800304,588076.2827844098,4475751.164559623,588039.8483918197,4475717.638561525,c6f215cb7b0d88628
1.0,1.0,1.0,1.0,0.7078542762877825,1.0,0.0,1.0,1.0,[0.70785428 1.         0.         1.         0.        ],[5. 5. 2. 2. 2.],0.752805098674208,True,2021.09.16.15.47.30_veh-45_01199_01391,1,1631808659.300555,588034.8475853921,4475715.010890016,588024.2966417606,4475703.989955436,026597b466e481724
0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,[1. 0. 1. 1. 0.],[5. 5. 2. 2. 2.],0.0,True,2021.09.16.15.47.30_veh-45_01199_01391,1,1631808659.300555,588061.4837124399,4475734.304666534,588031.4342311502,4475708.830477179,6333f19e87ad08122
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[1. 1. 1. 1. 0.],[5. 5. 2. 2. 2.],1.0,True,2021.09.16.13.53.10_veh-42_00180_00342,1,1631800685.4001389,589251.2091202961,4474181.232312299,589250.655968185,4474180.623242552,6c04df27e5264b20b
0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,[1. 0. 0. 1. 0.],[5. 5. 2. 2. 2.],0.0,True,2021.09.29.19.02.14_veh-28_02911_03005,1,1632945161.7997289,331544.85391992616,4689353.389979763,331574.4729347124,4689340.527079539,3c8afefbaf08142c1
1.0,1.0,0.5,1.0,1.0,1.0,0.0,1.0,0.5,[1. 1. 0. 1. 0.],[5. 5. 2. 2. 2.],0.42857142857142855,True,2021.08.16.14.23.37_veh-45_00015_00132,1,1629124052.499943,588921.1077613832,4475002.485725375,588933.9477526493,4474959.013953136,ecefe6eb9d594a685
0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,[1. 0. 0. 1. 0.],[5. 5. 2. 2. 2.],0.0,True,2021.08.30.14.54.34_veh-40_00439_00835,1,1630335855.000484,331360.4808769797,4690981.801613489,331388.11499169696,4690963.553513654,a31ca4af2bc4ff90a
0.0,1.0,0.0,1.0,0.7300976116023389,0.0,0.0,1.0,0.0,[0.73009761 0.         0.         1.         0.        ],[5. 5. 2. 2. 2.],0.0,True,2021.09.29.19.02.14_veh-28_02911_03005,1,1632945162.29987,331549.4945564323,4689352.842192417,331573.0156806204,4689339.211341454,e7ae2cd68d33a847e
1.0,1.0,1.0,1.0,0.48201073755967316,1.0,1.0,1.0,1.0,[0.48201074 1.         1.         1.         0.        ],[5. 5. 2. 2. 2.],0.8150038348427404,True,2021.09.29.19.02.14_veh-28_02911_03005,1,1632945161.7997289,331571.0062286827,4689337.380894671,331580.8853145912,4689334.5240330845,bffe666f9175e93c1
1.0,0.0,0.5,1.0,0.970612024868748,1.0,0.0,1.0,0.0,[0.97061202 1.         0.         1.         0.        ],[5. 5. 2. 2. 2.],0.0,True,2021.09.16.13.53.10_veh-42_00180_00342,1,1631800685.4001389,589253.014543012,4474205.114554062,589250.0508166805,4474186.667087079,c9c198442a1efdc10
1.0,1.0,1.0,1.0,0.7216996095669129,1.0,1.0,1.0,1.0,[0.72169961 1.         1.         1.         0.        ],[5. 5. 2. 2. 2.],0.9006070034167547,True,2021.08.16.14.23.37_veh-45_00015_00132,1,1629124052.000155,588933.5737758256,4474959.814652872,588941.6560319721,4474938.041555551,0d70fefa06711301c
1.0,0.0,0.5,1.0,0.7081070518987748,1.0,0.0,1.0,0.0,[0.70810705 1.         0.         1.         0.        ],[5. 5. 2. 2. 2.],0.0,True,2021.09.16.13.53.10_veh-42_00180_00342,1,1631800684.900173,589253.0490009927,4474201.522788657,589249.6496772685,4474184.493695866,ceeb361872a012bd7
1.0,1.0,1.0,1.0,0.3737988435725153,1.0,1.0,1.0,1.0,[0.37379884 1.         1.         1.         0.        ],[5. 5. 2. 2. 2.],0.776356729847327,True,2021.09.29.19.02.14_veh-28_02911_03005,1,1632945161.7997289,331576.46253625705,4689335.6056274595,331582.2864623239,4689333.886051493,bc730296c22859127
1.0,0.0,1.0,1.0,0.39244359610929364,1.0,1.0,1.0,0.0,[0.3924436 1.        1.        1.        0.       ],[5. 5. 2. 2. 2.],0.0,True,2021.09.16.13.53.10_veh-42_00180_00342,1,1631800685.4001389,589253.0996180024,4474187.223423767,589249.4814476686,4474181.123071044,6c5bcf6f99698fac4
1.0,1.0,1.0,1.0,0.817311617484123,1.0,1.0,1.0,1.0,[0.81731162 1.         1.         1.         0.        ],[5. 5. 2. 2. 2.],0.9347541491014725,True,2021.09.16.15.47.30_veh-45_01199_01391,1,1631808659.800304,588038.9794689073,4475718.876866127,588028.264671279,4475708.015166338,dd01f78238cd88b26
1.0,1.0,0.5,1.0,0.9553749851546595,1.0,0.0,1.0,0.5,[0.95537499 1.         0.         1.         0.        ],[5. 5. 2. 2. 2.],0.4206026759204749,True,2021.08.16.14.23.37_veh-45_00015_00132,1,1629124052.000155,588923.0250709029,4474985.677189409,588937.6353448515,4474946.747152201,fc8bd325b3da03b85
1.0,1.0,1.0,1.0,0.43080872525144337,1.0,0.0,1.0,1.0,[0.43080873 1.         0.         1.         0.        ],[5. 5. 2. 2. 2.],0.6538602590183726,True,2021.09.16.19.27.01_veh-45_01749_03230,1,1631822761.5000799,587575.3627357297,4475580.121458117,587570.8679478588,4475581.293643561,e03e2999009dbd343
1.0,0.0,1.0,1.0,0.6651798754375219,1.0,1.0,1.0,0.0,[0.66517988 1.         1.         1.         0.        ],[5. 5. 2. 2. 2.],0.0,True,2021.10.06.08.16.17_veh-52_01590_01725,1,1633509884.699713,365792.9907743173,143325.9896681418,365789.96404213866,143345.75329744324,f5d454a22e5731c5a
0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,[1. 0. 1. 1. 0.],[5. 5. 2. 2. 2.],0.0,True,2021.08.30.14.54.34_veh-40_00439_00835,1,1630335855.000484,331357.8540785116,4690985.400017206,331386.72238010674,4690964.786266563,2bb929aa7298012be
1.0,1.0,1.0,1.0,0.6091949015135826,1.0,0.0,1.0,1.0,[0.6091949 1.        0.        1.        0.       ],[5. 5. 2. 2. 2.],0.7175696076834223,True,2021.09.16.19.27.01_veh-45_01749_03230,1,1631822762.0001838,587578.9534146916,4475576.5732597485,587573.7547856296,4475579.048515551,beae653519f0232e7
1.0,1.0,1.0,1.0,0.2649218143119265,1.0,1.0,1.0,1.0,[0.26492181 1.         1.         1.         0.        ],[5. 5. 2. 2. 2.],0.7374720765399737,True,2021.08.30.14.54.34_veh-40_00439_00835,1,1630335855.000484,331396.5621528798,4690958.524228292,331399.36564599595,4690956.146928559,f0ec163fc911ff8bb
1.0,1.0,1.0,1.0,0.8251490911050028,1.0,1.0,1.0,1.0,[0.82514909 1.         1.         1.         0.        ],[5. 5. 2. 2. 2.],0.9375532468232153,True,2021.09.16.15.47.30_veh-45_01199_01391,1,1631808659.300555,588038.248844934,4475716.876368009,588024.2411885101,4475703.226769407,b5d11a125c8146f58
0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,[1. 0. 1. 1. 0.],[5. 5. 2. 2. 2.],0.0,True,2021.09.16.15.47.30_veh-45_01199_01391,1,1631808659.300555,588060.8857677481,4475732.398517188,588030.8618669232,4475708.255161832,9f903173a7777cf35
0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,[1. 0. 0. 1. 0.],[5. 5. 2. 2. 2.],0.0,True,2021.08.30.14.54.34_veh-40_00439_00835,1,1630335855.000484,331365.22273854417,4690977.951308934,331390.46264440543,4690962.501395517,91e2e5e740db004ce
1.0,1.0,1.0,1.0,0.09440305869288645,1.0,1.0,1.0,1.0,[0.09440306 1.         1.         1.         0.        ],[5. 5. 2. 2. 2.],0.6765725209617451,True,2021.10.06.08.16.17_veh-52_01590_01725,1,1633509884.1999009,365789.11103293113,143355.72336884157,365789.06858378573,143356.98503983053,35fc09471c163fd84
1.0,0.0,0.5,1.0,0.970612024868748,1.0,0.0,1.0,0.0,[0.97061202 1.         0.         1.         0.        ],[5. 5. 2. 2. 2.],0.0,True,2021.09.16.13.53.10_veh-42_00180_00342,1,1631800685.4001389,589253.014543012,4474205.114554062,589250.0508166805,4474186.667087079,2a8ffeaa7391e73c7
0.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,0.0,[1. 0. 1. 1. 0.],[5. 5. 2. 2. 2.],0.0,True,2021.09.16.15.47.30_veh-45_01199_01391,1,1631808659.300555,588049.7849785681,4475727.973915246,588028.5286006841,4475707.389105424,8d71beefa48cb91fb
1.0,1.0,1.0,1.0,0.15699137144388908,1.0,1.0,1.0,1.0,[0.15699137 1.         1.         1.         0.        ],[5. 5. 2. 2. 2.],0.6989254898013889,True,2021.09.29.19.02.14_veh-28_02911_03005,1,1632945162.29987,331582.7998412556,4689332.920766936,331584.62067658774,4689332.619826215,dd091b9e715ca6370
0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,[1. 0. 0. 1. 0.],[5. 5. 2. 2. 2.],0.0,True,2021.09.29.19.02.14_veh-28_02911_03005,1,1632945162.29987,331538.6150067148,4689352.623509275,331568.81363850954,4689340.393638021,5922fad17f2f5e59f
1.0,1.0,1.0,1.0,0.333254471356261,1.0,1.0,1.0,1.0,[0.33325447 1.         1.         1.         0.        ],[5. 5. 2. 2. 2.],0.7618765969129504,True,2021.10.06.08.16.17_veh-52_01590_01725,1,1633509884.1999009,365789.4402790143,143350.07793406752,365789.2022242418,143354.99080530662,5065468cd60f1bc00
0.0,1.0,1.0,1.0,0.8535684383361188,0.0,1.0,1.0,0.0,[0.85356844 0.         1.         1.         0.        ],[5. 5. 2. 2. 2.],0.0,True,2021.09.16.15.47.30_veh-45_01199_01391,1,1631808659.800304,588038.7445988624,4475719.514886258,588027.0165897378,4475707.207038565,c807c2486a7897e81
1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,[1. 1. 0. 1. 0.],[5. 5. 2. 2. 2.],0.8571428571428571,True,2021.09.16.19.27.01_veh-45_01749_03230,1,1631822762.0001838,587573.2759625952,4475581.627588198,587571.5534055934,4475582.0090224575,07a36d3f2100bc352
1.0,0.0,0.5,1.0,1.0,1.0,0.0,1.0,0.0,[1. 1. 0. 1. 0.],[5. 5. 2. 2. 2.],0.0,True,2021.09.16.13.53.10_veh-42_00180_00342,1,1631800685.4001389,589251.7609037177,4474210.624419687,589251.0905588228,4474191.251692812,6c0405cd5c40c15ab
0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,[1. 0. 0. 1. 0.],[5. 5. 2. 2. 2.],0.0,True,2021.09.16.15.47.30_veh-45_01199_01391,1,1631808659.300555,588062.0433081425,4475739.599381576,588033.8035870172,4475712.4696461605,78fdd992fa8acb334
1.0,0.0,0.5,1.0,0.6569039659498761,1.0,1.0,1.0,0.0,[0.65690397 1.         1.         1.         0.        ],[5. 5. 2. 2. 2.],0.0,True,2021.10.06.08.16.17_veh-52_01590_01725,1,1633509884.699713,365792.64817257604,143322.74482737656,365790.56832368445,143342.70184064674,ad027cf65e5484130
1.0,0.0,1.0,1.0,0.5135249970531274,1.0,1.0,1.0,0.0,[0.513525 1.       1.       1.       0.      ],[5. 5. 2. 2. 2.],0.0,True,2021.09.16.13.53.10_veh-42_00180_00342,1,1631800685.4001389,589252.9045357794,4474183.374368004,589249.5075915379,4474180.443329583,18087593f1147e61f
