no_at_fault_collisions,drivable_area_compliance,driving_direction_compliance,traffic_light_compliance,ego_progress,time_to_collision_within_bound,lane_keeping,history_comfort,multiplicative_metrics_prod,weighted_metrics,weighted_metrics_array,pdm_score,valid,log_name,frame_type,start_time,endpoint_x,endpoint_y,start_point_x,start_point_y,token
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,[1. 1. 1. 0. 0.],[5. 5. 2. 2. 2.],0.8571428571428571,True,2021.09.16.15.47.30_veh-45_01199_01391,0,1631808541.799821,587665.7316243496,4475511.410046936,587665.7316243496,4475511.410046936,131ab0263b07507c
1.0,1.0,1.0,1.0,0.14834347214059118,1.0,1.0,1.0,1.0,[0.14834347 1.         1.         1.         0.        ],[5. 5. 2. 2. 2.],0.6958369543359255,True,2021.09.16.13.53.10_veh-42_00860_01069,0,1631801376.8998969,587726.1773957422,4475589.709955371,587726.1773957422,4475589.709955371,622867ce25805447
1.0,1.0,1.0,1.0,0.1588121984270522,1.0,1.0,0.0,1.0,[0.1588122 1.        1.        0.        0.       ],[5. 5. 2. 2. 2.],0.4138614994382329,True,2021.10.06.07.26.10_veh-52_01245_02064,0,1633506530.700068,365578.21117485734,143081.00890142593,365578.21117485734,143081.00890142593,52b2e626eca85976
1.0,1.0,1.0,1.0,0.15102075240844942,1.0,1.0,1.0,1.0,[0.15102075 1.         1.         1.         0.        ],[5. 5. 2. 2. 2.],0.6967931258601604,True,2021.06.03.13.55.17_veh-35_02866_03582,0,1622746497.101438,664686.4140672752,3999277.3711911896,664686.4140672752,3999277.3711911896,bd2b1a4530a1538b
1.0,1.0,1.0,1.0,0.11593013158453194,1.0,1.0,1.0,1.0,[0.11593013 1.         1.         1.         0.        ],[5. 5. 2. 2. 2.],0.68426076128019,True,2021.05.25.15.59.03_veh-30_04027_04200,0,1621976892.099305,664273.2485855508,3996285.2849496137,664273.2485855508,3996285.2849496137,76b708c365e45536
1.0,1.0,1.0,1.0,0.26718126572338896,1.0,0.0,1.0,1.0,[0.26718127 1.         0.         1.         0.        ],[5. 5. 2. 2. 2.],0.5954218806154961,True,2021.09.16.14.39.34_veh-42_00032_00186,0,1631803354.199699,589341.2441015403,4473908.403814199,589341.2441015403,4473908.403814199,8c689c4b2df55539
1.0,1.0,1.0,1.0,0.18521723859054162,1.0,1.0,1.0,1.0,[0.18521724 1.         1.         1.         0.        ],[5. 5. 2. 2. 2.],0.7090061566394791,True,2021.09.16.19.49.00_veh-42_00990_01609,0,1631822875.9998698,587628.213629342,4475669.206859303,587628.213629342,4475669.206859303,1b95b6689ee75fab
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[1. 1. 1. 1. 0.],[5. 5. 2. 2. 2.],0.8571428571428571,True,2021.09.29.15.23.04_veh-28_00601_00802,0,1632929929.799788,330948.92186259746,4690826.7847428145,330948.92186259746,4690826.7847428145,6326d00e52115da4
1.0,1.0,1.0,1.0,0.2065737196604731,1.0,1.0,0.0,1.0,[0.20657372 1.         1.         0.         0.        ],[5. 5. 2. 2. 2.],0.5737763284501689,True,2021.10.06.08.16.17_veh-52_01949_02501,0,1633510278.699823,365717.4333640965,142965.6815608083,365717.4333640965,142965.6815608083,75857e1f177b5af4
1.0,1.0,1.0,1.0,0.07455905606090023,1.0,1.0,1.0,1.0,[0.07455906 1.         1.         1.         0.        ],[5. 5. 2. 2. 2.],0.6694853771646072,True,2021.10.06.07.26.10_veh-52_01245_02064,0,1633506873.200646,364999.7983010121,143570.35984080462,364999.7983010121,143570.35984080462,3af9cb4d21e15e9e
1.0,1.0,1.0,1.0,0.15921043664010426,1.0,1.0,1.0,1.0,[0.15921044 1.         1.         1.         0.        ],[5. 5. 2. 2. 2.],0.6997180130857515,True,2021.09.16.14.39.34_veh-42_00297_00935,0,1631803908.7000148,587673.1368967636,4475761.3805430895,587673.1368967636,4475761.3805430895,ad34e2d0d3865530
1.0,1.0,1.0,1.0,0.08212737030260672,1.0,1.0,1.0,1.0,[0.08212737 1.         1.         1.         0.        ],[5. 5. 2. 2. 2.],0.6721883465366452,True,2021.05.25.15.59.03_veh-30_04027_04200,0,1621976891.599604,664273.6673850334,3996285.2938541477,664273.6673850334,3996285.2938541477,2033fff7b44e56db
1.0,1.0,1.0,1.0,0.2462576028745515,1.0,0.0,0.0,1.0,[0.2462576 1.        0.        0.        0.       ],[5. 5. 2. 2. 2.],0.44509200102662555,True,2021.09.16.17.40.09_veh-45_02539_02745,0,1631816743.8997178,587693.2427707505,4475762.572318295,587693.2427707505,4475762.572318295,f9a9b5ee707e501e
1.0,1.0,1.0,1.0,0.23966564031247303,1.0,1.0,0.0,1.0,[0.23966564 1.         1.         0.         0.        ],[5. 5. 2. 2. 2.],0.4427377286830261,True,2021.06.28.20.24.43_veh-38_03385_04952,0,1624915998.5995848,664840.6582457046,3999577.0029349322,664840.6582457046,3999577.0029349322,f025b78e77b25fba
1.0,1.0,1.0,1.0,0.4692533320979595,1.0,1.0,0.0,1.0,[0.46925333 1.         1.         0.         0.        ],[5. 5. 2. 2. 2.],0.5247333328921284,True,2021.09.29.18.19.40_veh-28_00844_01218,0,1632940775.599675,331255.5663450803,4691033.3700623615,331255.5663450803,4691033.3700623615,12f2dccfb88957f9
1.0,1.0,1.0,1.0,0.2593867156764964,1.0,0.0,0.0,1.0,[0.25938672 1.         0.         0.         0.        ],[5. 5. 2. 2. 2.],0.44978096988446303,True,2021.08.30.13.45.25_veh-40_01116_01336,0,1630332368.0009859,331303.5884281832,4691003.251816596,331303.5884281832,4691003.251816596,fa2c36ce4ba156cb
1.0,0.0,1.0,1.0,0.20967650569976715,1.0,0.0,0.0,0.0,[0.20967651 1.         0.         0.         0.        ],[5. 5. 2. 2. 2.],0.0,True,2021.10.06.08.16.17_veh-52_01949_02501,0,1633510346.699674,365771.129813869,143176.27683722286,365771.129813869,143176.27683722286,aeeba19e19c35ccb
1.0,1.0,1.0,1.0,0.20982727456974642,1.0,1.0,0.0,1.0,[0.20982727 1.         1.         0.         0.        ],[5. 5. 2. 2. 2.],0.574938312346338,True,2021.10.06.08.16.17_veh-52_01949_02501,0,1633510278.19971,365714.714454585,142967.88392067223,365714.714454585,142967.88392067223,7b2f3235b4cb5374
1.0,1.0,1.0,1.0,0.17232973110352146,1.0,1.0,1.0,1.0,[0.17232973 1.         1.         1.         0.        ],[5. 5. 2. 2. 2.],0.7044034753941147,True,2021.10.06.08.16.17_veh-52_00181_00574,0,1633508486.200079,365629.93832090584,143846.2094900477,365629.93832090584,143846.2094900477,442b2cf63c6f570a
1.0,1.0,1.0,1.0,0.12556013862514281,1.0,1.0,1.0,1.0,[0.12556014 1.         1.         1.         0.        ],[5. 5. 2. 2. 2.],0.6877000495089796,True,2021.09.16.13.53.10_veh-42_00180_00342,0,1631800739.399047,589095.2390163739,4474632.981519832,589095.2390163739,4474632.981519832,635d0bb58aa95282
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,[1. 1. 1. 0. 0.],[5. 5. 2. 2. 2.],0.0,True,2021.08.30.13.45.25_veh-40_00878_01104,0,1630332223.000351,331698.8059221941,4690847.406903797,331698.8059221941,4690847.406903797,eed801b1cd035275
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[1. 1. 1. 1. 0.],[5. 5. 2. 2. 2.],1.0,True,2021.06.28.20.24.43_veh-38_03385_04952,0,1624916864.099637,664457.0633565218,3998053.0608435655,664457.0633565218,3998053.0608435655,a7d3e71b8ca456a9
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[1. 1. 1. 1. 0.],[5. 5. 2. 2. 2.],1.0,True,2021.09.29.14.44.26_veh-28_00528_00992,0,1632927632.7996619,331637.1707501815,4690788.467162927,331637.1707501815,4690788.467162927,67bce1e28df25eaa
1.0,1.0,1.0,1.0,0.3150521522105471,1.0,0.0,1.0,1.0,[0.31505215 1.         0.         1.         0.        ],[5. 5. 2. 2. 2.],0.6125186257894811,True,2021.08.30.13.45.25_veh-40_00878_01104,0,1630332136.500203,331772.98005190893,4690701.582464354,331772.98005190893,4690701.582464354,9191f3f8644d50cb
1.0,1.0,1.0,1.0,0.18720959027311218,1.0,1.0,1.0,1.0,[0.18720959 1.         1.         1.         0.        ],[5. 5. 2. 2. 2.],0.7097177108118258,True,2021.10.06.08.16.17_veh-52_00181_00574,0,1633508725.699518,365582.56076817604,144115.62751745083,365582.56076817604,144115.62751745083,9483fae2cfc352eb
1.0,1.0,1.0,1.0,0.20455106630583267,1.0,1.0,0.0,1.0,[0.20455107 1.         1.         0.         0.        ],[5. 5. 2. 2. 2.],0.5730539522520831,True,2021.08.30.13.45.25_veh-40_00610_00771,0,1630331907.5000958,332568.5895630361,4690367.762222533,332568.5895630361,4690367.762222533,f76112c834c25beb
1.0,1.0,1.0,1.0,0.202309557144103,1.0,1.0,0.0,1.0,[0.20230956 1.         1.         0.         0.        ],[5. 5. 2. 2. 2.],0.5722534132657511,True,2021.10.06.07.26.10_veh-52_00006_00398,0,1633505586.2000449,365516.17747193243,143154.5157234176,365516.17747193243,143154.5157234176,2352aa62dbbe58d2
1.0,1.0,1.0,1.0,0.16187637212232725,1.0,1.0,1.0,1.0,[0.16187637 1.         1.         1.         0.        ],[5. 5. 2. 2. 2.],0.7006701329008312,True,2021.09.16.14.39.34_veh-42_00032_00186,0,1631803354.699749,589342.104231227,4473906.529382766,589342.104231227,4473906.529382766,83e895f722575452
1.0,1.0,1.0,1.0,0.02699622022030235,1.0,1.0,1.0,1.0,[0.02699622 1.         1.         1.         0.        ],[5. 5. 2. 2. 2.],0.6524986500786795,True,2021.08.30.14.54.34_veh-40_00439_00835,0,1630335932.0002658,331302.0443534176,4691025.454176995,331302.0443534176,4691025.454176995,082988f40658562c
1.0,1.0,1.0,1.0,0.31039132956707227,1.0,1.0,0.0,1.0,[0.31039133 1.         1.         0.         0.        ],[5. 5. 2. 2. 2.],0.6108540462739543,True,2021.09.16.14.39.34_veh-42_00297_00935,0,1631803560.200129,588611.6122887336,4475565.606439038,588611.6122887336,4475565.606439038,f56b0cc9c9d95421
1.0,1.0,1.0,1.0,0.18457491437499646,1.0,1.0,1.0,1.0,[0.18457491 1.         1.         1.         0.        ],[5. 5. 2. 2. 2.],0.7087767551339272,True,2021.09.16.19.49.00_veh-42_00990_01609,0,1631823435.000386,587687.6461699456,4475900.911738076,587687.6461699456,4475900.911738076,3c34d5d03e8a5bdc
1.0,1.0,1.0,1.0,0.3040340704383101,1.0,1.0,0.0,1.0,[0.30403407 1.         1.         0.         0.        ],[5. 5. 2. 2. 2.],0.6085835965851107,True,2021.05.25.17.54.41_veh-35_01905_02121,0,1621981832.4002168,664425.3461164946,3997356.109845047,664425.3461164946,3997356.109845047,ac55c7f072c6528d
1.0,1.0,1.0,1.0,0.21597004422894975,1.0,1.0,0.0,1.0,[0.21597004 1.         1.         0.         0.        ],[5. 5. 2. 2. 2.],0.5771321586531963,True,2021.09.29.19.02.14_veh-28_02911_03005,0,1632945158.299608,331598.1846219732,4689330.576005744,331598.1846219732,4689330.576005744,3c542be991515ccd
1.0,1.0,1.0,1.0,0.1978670461011723,1.0,1.0,1.0,1.0,[0.19786705 1.         1.         1.         0.        ],[5. 5. 2. 2. 2.],0.713523945036133,True,2021.09.09.17.18.51_veh-48_01248_01450,0,1631209385.999047,330979.5064769636,4690937.074110131,330979.5064769636,4690937.074110131,a8a34f54618050f6
1.0,1.0,1.0,1.0,0.3799617634312385,1.0,1.0,1.0,1.0,[0.37996176 1.         1.         1.         0.        ],[5. 5. 2. 2. 2.],0.7785577726540137,True,2021.06.28.16.29.11_veh-38_03263_03766,0,1624901534.799746,664195.6632536396,3997422.7033438957,664195.6632536396,3997422.7033438957,330166def5a35f4d
1.0,1.0,1.0,1.0,0.36173920763751644,1.0,1.0,1.0,1.0,[0.36173921 1.         1.         1.         0.        ],[5. 5. 2. 2. 2.],0.7720497170133988,True,2021.06.28.16.29.11_veh-38_03263_03766,0,1624901534.299783,664197.318712729,3997422.947104114,664197.318712729,3997422.947104114,ea31c764f6385f4a
1.0,1.0,1.0,1.0,0.3303113869573592,1.0,1.0,1.0,1.0,[0.33031139 1.         1.         1.         0.        ],[5. 5. 2. 2. 2.],0.760825495341914,True,2021.09.29.19.02.14_veh-28_00540_00917,0,1632942860.799825,331260.5696957928,4690962.051521226,331260.5696957928,4690962.051521226,bbb5018d017754d0
1.0,1.0,1.0,1.0,0.13381610186514212,1.0,1.0,1.0,1.0,[0.1338161 1.        1.        1.        0.       ],[5. 5. 2. 2. 2.],0.6906486078089793,True,2021.09.16.19.27.01_veh-45_01749_03230,0,1631823391.99967,587659.791865043,4475515.807152828,587659.791865043,4475515.807152828,32e5d7e804c65214
1.0,0.0,1.0,1.0,0.20334907650431505,1.0,0.0,0.0,0.0,[0.20334908 1.         0.         0.         0.        ],[5. 5. 2. 2. 2.],0.0,True,2021.09.29.19.02.14_veh-28_00273_00514,0,1632942604.79947,331189.43488334666,4690576.098079785,331189.43488334666,4690576.098079785,69baa41122b45e43
1.0,1.0,1.0,1.0,0.07010255662224142,1.0,1.0,1.0,1.0,[0.07010256 1.         1.         1.         0.        ],[5. 5. 2. 2. 2.],0.6678937702222291,True,2021.05.25.17.54.41_veh-35_04111_04288,0,1621983953.900002,664528.7708187795,3998957.418553899,664528.7708187795,3998957.418553899,b2abc819ebf45c11
1.0,0.0,1.0,1.0,0.18853566651183762,1.0,0.0,1.0,0.0,[0.18853567 1.         0.         1.         0.        ],[5. 5. 2. 2. 2.],0.0,True,2021.09.16.19.27.01_veh-45_01749_03230,0,1631823143.4999158,587593.8750379696,4475936.5525027625,587593.8750379696,4475936.5525027625,fe8eddd5ec8654cd
1.0,1.0,1.0,1.0,0.2035675545267647,1.0,1.0,0.0,1.0,[0.20356755 1.         1.         0.         0.        ],[5. 5. 2. 2. 2.],0.5727026980452731,True,2021.09.16.15.47.30_veh-45_01199_01391,0,1631808550.799669,587702.9642111862,4475543.05686029,587702.9642111862,4475543.05686029,d01fec804cd45644
1.0,1.0,1.0,1.0,0.20449200120267735,1.0,1.0,0.0,1.0,[0.204492 1.       1.       0.       0.      ],[5. 5. 2. 2. 2.],0.5730328575723848,True,2021.10.06.08.16.17_veh-52_01949_02501,0,1633510367.199616,365926.77215405134,143065.7793958518,365926.77215405134,143065.7793958518,76c31764665151be
1.0,1.0,1.0,1.0,0.2096294809916293,1.0,1.0,0.0,1.0,[0.20962948 1.         1.         0.         0.        ],[5. 5. 2. 2. 2.],0.5748676717827248,True,2021.10.06.08.16.17_veh-52_01590_01725,0,1633509880.200006,365788.397083403,143372.78371830107,365788.397083403,143372.78371830107,ed3db88f99a05a6c
1.0,1.0,1.0,1.0,0.2507526770924014,1.0,1.0,1.0,1.0,[0.25075268 1.         1.         1.         0.        ],[5. 5. 2. 2. 2.],0.7324116703901433,True,2021.09.29.15.23.04_veh-28_00814_01101,0,1632930205.299589,331521.0110955683,4690843.490331051,331521.0110955683,4690843.490331051,a47772efd1d758d6
1.0,1.0,1.0,1.0,0.22254393259884342,1.0,1.0,0.0,1.0,[0.22254393 1.         1.         0.         0.        ],[5. 5. 2. 2. 2.],0.5794799759281583,True,2021.09.29.19.02.14_veh-28_02451_02708,0,1632944757.799715,331130.59433878196,4690463.4468707545,331130.59433878196,4690463.4468707545,ca58b2e039305479
1.0,1.0,1.0,1.0,0.22854675060199448,1.0,1.0,0.0,1.0,[0.22854675 1.         1.         0.         0.        ],[5. 5. 2. 2. 2.],0.5816238395007123,True,2021.09.29.14.44.26_veh-28_01331_01485,0,1632928160.799717,332211.60635609657,4690434.9832255365,332211.60635609657,4690434.9832255365,cef1a4b302b45ad8
1.0,1.0,1.0,1.0,0.3646162902231213,1.0,1.0,0.0,1.0,[0.36461629 1.         1.         0.         0.        ],[5. 5. 2. 2. 2.],0.6302201036511147,True,2021.09.16.19.49.00_veh-42_00990_01609,0,1631823265.00051,587710.666760492,4475607.048518726,587710.666760492,4475607.048518726,a2701552b0f95f7b
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[1. 1. 1. 1. 0.],[5. 5. 2. 2. 2.],1.0,True,2021.06.28.20.24.43_veh-38_03385_04952,0,1624916277.5996299,664428.9923495557,3998411.110527807,664428.9923495557,3998411.110527807,8d0697930b5e5df0
1.0,0.0,1.0,1.0,0.3261175426238223,1.0,0.0,0.0,0.0,[0.32611754 1.         0.         0.         0.        ],[5. 5. 2. 2. 2.],0.0,True,2021.09.16.19.27.01_veh-45_00472_00711,0,1631820952.000262,588571.6210712958,4475654.250391804,588571.6210712958,4475654.250391804,f0b6499b393152be
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[1. 1. 1. 1. 0.],[5. 5. 2. 2. 2.],1.0,True,2021.09.29.14.44.26_veh-28_01202_01296,0,1632927923.2997859,331505.8847774769,4690821.379749691,331505.8847774769,4690821.379749691,58d40da0cce05d8c
1.0,1.0,1.0,1.0,0.41918892589476253,1.0,1.0,0.0,1.0,[0.41918893 1.         1.         0.         0.        ],[5. 5. 2. 2. 2.],0.6497103306767009,True,2021.09.29.18.19.40_veh-28_01268_01685,0,1632940990.5995839,330988.88119364984,4690932.628820249,330988.88119364984,4690932.628820249,de1662269d685ce0
1.0,1.0,1.0,1.0,0.202624331870631,1.0,0.0,0.0,1.0,[0.20262433 1.         0.         0.         0.        ],[5. 5. 2. 2. 2.],0.4295086899537968,True,2021.08.30.13.45.25_veh-40_00610_00771,0,1630331838.0004869,332858.9330390894,4690200.106584572,332858.9330390894,4690200.106584572,e1886e081b945907
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,[1. 1. 1. 0. 0.],[5. 5. 2. 2. 2.],0.8571428571428571,True,2021.06.28.20.24.43_veh-38_03385_04952,0,1624916543.600098,664425.1668083835,3997359.8885868704,664425.1668083835,3997359.8885868704,f749ff64838c5664
1.0,1.0,1.0,1.0,0.18451545109472195,1.0,1.0,1.0,1.0,[0.18451545 1.         1.         1.         0.        ],[5. 5. 2. 2. 2.],0.7087555182481149,True,2021.09.16.19.49.00_veh-42_00990_01609,0,1631822875.499698,587630.0906056085,4475668.919436431,587630.0906056085,4475668.919436431,f1ca8dd77f205599
1.0,1.0,1.0,1.0,0.19113533370567104,1.0,1.0,0.0,1.0,[0.19113533 1.         1.         0.         0.        ],[5. 5. 2. 2. 2.],0.5682626191805967,True,2021.09.29.19.02.14_veh-28_03198_03360,0,1632945443.799666,332282.48736332066,4690379.721998952,332282.48736332066,4690379.721998952,deb455f53c805643
1.0,0.0,1.0,1.0,0.45359815518768654,1.0,1.0,1.0,0.0,[0.45359816 1.         1.         1.         0.        ],[5. 5. 2. 2. 2.],0.0,True,2021.06.28.20.24.43_veh-38_03385_04952,0,1624915582.0996208,664186.7249991194,3997361.6914994884,664186.7249991194,3997361.6914994884,b6247a5245a5554f
1.0,1.0,1.0,1.0,0.19464507534313255,1.0,1.0,1.0,1.0,[0.19464508 1.         1.         1.         0.        ],[5. 5. 2. 2. 2.],0.7123732411939759,True,2021.10.06.07.26.10_veh-52_00422_00728,0,1633505921.199548,365385.07888146845,144319.54308150365,365385.07888146845,144319.54308150365,a59bd481d324594a
1.0,1.0,1.0,1.0,0.38371492075429,1.0,0.0,0.0,1.0,[0.38371492 1.         0.         0.         0.        ],[5. 5. 2. 2. 2.],0.0,True,2021.09.29.19.02.14_veh-28_00273_00514,0,1632942604.299748,331191.27314318507,4690573.753601432,331191.27314318507,4690573.753601432,02a81792cbdb5dd5
1.0,1.0,1.0,1.0,0.17862447535184,1.0,1.0,1.0,1.0,[0.17862448 1.         1.         1.         0.        ],[5. 5. 2. 2. 2.],0.5637944554827999,True,2021.10.06.08.16.17_veh-52_00181_00574,0,1633508575.200445,365656.49162727746,144039.63190879492,365656.49162727746,144039.63190879492,9e9e33077f375062
1.0,1.0,1.0,1.0,0.29497667943234124,1.0,1.0,1.0,1.0,[0.29497668 1.         1.         1.         0.        ],[5. 5. 2. 2. 2.],0.7482059569401219,True,2021.10.06.07.26.10_veh-52_02208_02394,0,1633507570.700074,365142.227917913,144087.25407664754,365142.227917913,144087.25407664754,a5ddad9bbb505316
1.0,1.0,1.0,1.0,0.13940558548618603,1.0,1.0,1.0,1.0,[0.13940559 1.         1.         1.         0.        ],[5. 5. 2. 2. 2.],0.6926448519593522,True,2021.09.16.13.53.10_veh-42_00180_00342,0,1631800739.899158,589094.8850879757,4474633.893331548,589094.8850879757,4474633.893331548,70f72122f1605fa1
1.0,1.0,1.0,1.0,0.2106305688342436,1.0,1.0,1.0,1.0,[0.21063057 1.         1.         1.         0.        ],[5. 5. 2. 2. 2.],0.5752252031550871,True,2021.10.06.07.26.10_veh-52_01245_02064,0,1633507104.700281,365230.9232651359,143690.72104311633,365230.9232651359,143690.72104311633,2c8a58b94332570d
1.0,1.0,1.0,1.0,0.10354359581296295,1.0,1.0,1.0,1.0,[0.1035436 1.        1.        1.        0.       ],[5. 5. 2. 2. 2.],0.6798369985046296,True,2021.09.29.14.44.26_veh-28_00528_00992,0,1632927633.299629,331637.34482245584,4690788.378254496,331637.34482245584,4690788.378254496,6e3cf172a2755fae
1.0,1.0,1.0,1.0,0.2727849796016629,1.0,0.0,0.0,1.0,[0.27278498 1.         0.         0.         0.        ],[5. 5. 2. 2. 2.],0.4545660641434511,True,2021.05.25.14.16.10_veh-35_03373_03550,0,1621970160.5002809,664425.6054427614,3997362.357047601,664425.6054427614,3997362.357047601,697882c22eb65ca7
1.0,1.0,1.0,1.0,0.3702495319725407,1.0,1.0,0.0,1.0,[0.37024953 1.         1.         0.         0.        ],[5. 5. 2. 2. 2.],0.6322319757044789,True,2021.06.03.13.55.17_veh-35_02572_02855,0,1622745843.601315,664425.3463431597,3997370.295083057,664425.3463431597,3997370.295083057,36419e8c59275f61
1.0,1.0,1.0,1.0,0.16583010242461374,1.0,1.0,1.0,1.0,[0.1658301 1.        1.        1.        0.       ],[5. 5. 2. 2. 2.],0.702082179437362,True,2021.09.09.17.18.51_veh-48_01248_01450,0,1631209385.498606,330981.0693549749,4690936.2212310955,330981.0693549749,4690936.2212310955,c340cf7465ab5bbe
1.0,1.0,1.0,1.0,0.19805670866788294,1.0,1.0,0.0,1.0,[0.19805671 1.         1.         0.         0.        ],[5. 5. 2. 2. 2.],0.5707345388099582,True,2021.09.29.14.44.26_veh-28_00337_00504,0,1632927205.299614,331068.1285082265,4690724.233678515,331068.1285082265,4690724.233678515,00016f8b45c25a1d
1.0,0.0,1.0,1.0,0.1952771799177044,1.0,0.0,1.0,0.0,[0.19527718 1.         0.         1.         0.        ],[5. 5. 2. 2. 2.],0.0,True,2021.09.16.19.27.01_veh-45_01749_03230,0,1631822801.5000808,587674.5116383418,4475511.812837581,587674.5116383418,4475511.812837581,b9d14f59883a5496
1.0,1.0,1.0,1.0,0.29615887252704765,1.0,1.0,1.0,1.0,[0.29615887 1.         1.         1.         0.        ],[5. 5. 2. 2. 2.],0.7486281687596599,True,2021.08.30.14.54.34_veh-40_00439_00835,0,1630336062.000463,331736.5162902357,4690939.337655982,331736.5162902357,4690939.337655982,6e2c6027edb85763
1.0,1.0,1.0,1.0,0.2280867339358164,1.0,1.0,0.0,1.0,[0.22808673 1.         1.         0.         0.        ],[5. 5. 2. 2. 2.],0.5814595478342202,True,2021.09.29.19.02.14_veh-28_03198_03360,0,1632945493.299546,332559.71027248696,4690371.756219848,332559.71027248696,4690371.756219848,f2117260382b5d83
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,[1. 1. 1. 0. 0.],[5. 5. 2. 2. 2.],0.8571428571428571,True,2021.09.29.19.02.14_veh-28_00964_01689,0,1632943894.299604,331526.3673912616,4690853.782065406,331526.3673912616,4690853.782065406,e41740b9529753af
